GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57,HD02_VD57,HD01_VD58,HD02_VD58,HD01_VD59,HD02_VD59
1500000US110010017021,110010017021,"Block Group 1, Census Tract 17.02, District of Columbia, District of Columbia",735,94,41,30,21,23,0,12,0,12,0,12,0,12,0,12,21,23,0,12,0,12,0,12,0,12,0,12,21,23,12,18,0,12,9,15,0,12,20,19,5,9,0,12,0,12,5,9,0,12,15,17,0,12,15,17,0,12,0,12,694,102,365,110,244,83,0,12,99,54,120,66,25,24,121,77,46,55,0,12,0,12,46,55,0,12,75,55,0,12,0,12,55,50,20,24,329,84,120,64,0,12,58,34,62,54,0,12,209,75,0,12,117,65,52,39,40,29
1500000US110010017022,110010017022,"Block Group 2, Census Tract 17.02, District of Columbia, District of Columbia",608,85,49,30,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,49,30,23,24,0,12,23,24,0,12,0,12,26,25,0,12,11,17,7,13,8,14,559,84,320,68,216,62,0,12,64,35,87,48,65,28,104,49,45,30,0,12,10,16,9,14,26,21,59,38,0,12,4,7,28,25,27,27,239,70,79,49,0,12,48,40,11,17,20,22,160,64,0,12,58,47,59,44,43,34
1500000US110010018031,110010018031,"Block Group 1, Census Tract 18.03, District of Columbia, District of Columbia",518,70,49,48,49,48,37,45,0,12,28,44,0,12,9,13,12,18,0,12,0,12,0,12,0,12,0,12,12,18,0,12,12,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,469,72,281,69,230,67,0,12,99,43,86,40,45,27,51,35,12,18,0,12,0,12,0,12,12,18,39,30,0,12,12,19,0,12,27,24,188,67,66,40,0,12,17,19,31,27,18,21,122,56,31,37,0,12,50,39,41,41
1500000US110010018032,110010018032,"Block Group 2, Census Tract 18.03, District of Columbia, District of Columbia",1039,96,182,98,59,55,42,53,0,12,42,53,0,12,0,12,17,24,8,19,0,12,8,19,0,12,0,12,9,14,0,12,0,12,9,14,0,12,123,80,37,46,0,12,26,42,0,12,11,17,86,60,0,12,19,21,19,21,48,47,857,108,481,102,317,85,0,12,184,70,133,54,0,12,164,67,49,38,0,12,42,37,7,11,0,12,115,56,20,31,43,41,9,16,43,33,376,102,150,73,14,23,99,67,19,28,18,20,226,77,12,12,55,38,67,50,92,53
1500000US110010018041,110010018041,"Block Group 1, Census Tract 18.04, District of Columbia, District of Columbia",570,125,73,75,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,73,75,11,17,0,12,0,12,11,17,0,12,62,72,20,32,0,12,42,66,0,12,497,121,207,76,114,61,0,12,0,12,40,40,74,46,93,76,22,26,0,12,13,21,0,12,9,15,71,72,0,12,0,12,42,55,29,47,290,109,189,98,19,31,112,99,24,28,34,55,101,52,0,12,29,47,49,39,23,24
1500000US110010018042,110010018042,"Block Group 2, Census Tract 18.04, District of Columbia, District of Columbia",546,134,127,81,75,70,22,25,0,12,12,18,0,12,10,17,53,66,0,12,0,12,0,12,0,12,0,12,53,66,0,12,0,12,39,62,14,24,52,39,21,25,0,12,0,12,9,14,12,21,31,30,0,12,10,15,0,12,21,25,419,133,287,113,113,66,0,12,39,38,38,55,36,29,174,105,78,63,0,12,20,33,48,53,10,17,96,87,0,12,17,26,72,83,7,12,132,76,10,16,0,12,0,12,10,16,0,12,122,74,0,12,23,25,91,70,8,13
1500000US110010018043,110010018043,"Block Group 3, Census Tract 18.04, District of Columbia, District of Columbia",975,166,173,90,91,71,0,12,0,12,0,12,0,12,0,12,91,71,0,12,0,12,0,12,0,12,0,12,91,71,13,20,78,67,0,12,0,12,82,65,53,57,0,12,53,57,0,12,0,12,29,31,0,12,0,12,15,23,14,22,802,163,444,145,230,125,0,12,141,96,74,75,15,17,214,113,53,57,0,12,33,54,20,23,0,12,161,100,0,12,83,91,42,37,36,30,358,146,220,127,0,12,205,125,15,17,0,12,138,69,31,40,25,39,51,34,31,29
1500000US110010019011,110010019011,"Block Group 1, Census Tract 19.01, District of Columbia, District of Columbia",383,80,59,45,41,41,0,12,0,12,0,12,0,12,0,12,41,41,33,39,0,12,0,12,33,39,0,12,8,13,0,12,0,12,0,12,8,13,18,20,10,15,0,12,0,12,10,15,0,12,8,12,0,12,0,12,0,12,8,12,324,89,239,87,149,73,0,12,64,58,50,48,35,37,90,61,0,12,0,12,0,12,0,12,0,12,90,61,0,12,60,58,23,22,7,12,85,40,17,19,0,12,9,16,0,12,8,12,68,34,0,12,0,12,43,28,25,23
1500000US110010019012,110010019012,"Block Group 2, Census Tract 19.01, District of Columbia, District of Columbia",407,84,34,35,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,34,35,27,33,0,12,0,12,8,14,19,30,7,11,0,12,0,12,0,12,7,11,373,80,232,73,115,43,0,12,48,33,35,24,32,24,117,69,17,19,0,12,0,12,17,19,0,12,100,68,8,12,29,43,46,50,17,17,141,73,0,12,0,12,0,12,0,12,0,12,141,73,0,12,29,46,80,51,32,23
1500000US110010019013,110010019013,"Block Group 3, Census Tract 19.01, District of Columbia, District of Columbia",401,90,60,57,36,48,5,9,0,12,0,12,0,12,5,9,31,47,0,12,0,12,0,12,0,12,0,12,31,47,0,12,0,12,31,47,0,12,24,27,8,13,0,12,0,12,0,12,8,13,16,24,0,12,0,12,0,12,16,24,341,78,231,62,139,46,0,12,36,31,53,31,50,29,92,53,17,19,0,12,0,12,17,19,0,12,75,52,0,12,30,40,40,28,5,9,110,62,42,35,20,27,0,12,22,25,0,12,68,53,0,12,7,11,8,12,53,50
1500000US110010019014,110010019014,"Block Group 4, Census Tract 19.01, District of Columbia, District of Columbia",258,62,7,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,11,0,12,0,12,0,12,0,12,0,12,7,11,0,12,0,12,0,12,7,11,251,65,192,66,88,42,0,12,28,24,41,30,19,19,104,59,37,41,0,12,0,12,29,40,8,13,67,52,0,12,0,12,55,49,12,13,59,30,31,23,0,12,8,13,9,13,14,15,28,23,0,12,0,12,13,14,15,17
1500000US110010019021,110010019021,"Block Group 1, Census Tract 19.02, District of Columbia, District of Columbia",489,61,51,33,32,32,0,12,0,12,0,12,0,12,0,12,32,32,0,12,0,12,0,12,0,12,0,12,32,32,0,12,21,30,11,10,0,12,19,13,0,12,0,12,0,12,0,12,0,12,19,13,0,12,0,12,0,12,19,13,438,65,288,65,168,48,0,12,62,33,54,30,52,22,120,51,7,11,0,12,0,12,7,11,0,12,113,47,0,12,14,15,8,9,91,42,150,43,36,28,0,12,8,11,25,23,3,6,114,34,0,12,19,17,69,34,26,17
1500000US110010019022,110010019022,"Block Group 2, Census Tract 19.02, District of Columbia, District of Columbia",352,61,12,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,13,7,11,0,12,0,12,7,11,0,12,5,7,0,12,0,12,0,12,5,7,340,62,208,53,104,44,0,12,37,25,53,38,14,11,104,39,23,25,15,22,0,12,0,12,8,11,81,44,5,9,0,12,64,42,12,11,132,52,43,34,0,12,5,9,33,33,5,9,89,44,0,12,33,37,21,15,35,20
1500000US110010020011,110010020011,"Block Group 1, Census Tract 20.01, District of Columbia, District of Columbia",544,64,70,36,11,12,8,11,0,12,8,11,0,12,0,12,3,5,0,12,0,12,0,12,0,12,0,12,3,5,0,12,3,5,0,12,0,12,59,35,22,17,6,9,0,12,10,11,6,8,37,32,0,12,0,12,16,25,21,22,474,72,267,65,147,53,0,12,84,49,59,29,4,6,120,49,27,28,18,26,5,8,0,12,4,7,93,44,0,12,48,41,35,29,10,12,207,57,83,40,0,12,21,23,44,31,18,15,124,49,0,12,29,18,33,23,62,41
1500000US110010020012,110010020012,"Block Group 2, Census Tract 20.01, District of Columbia, District of Columbia",465,62,23,20,4,6,4,6,0,12,0,12,0,12,4,6,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,21,4,8,0,12,0,12,0,12,4,8,15,19,0,12,0,12,0,12,15,19,442,60,325,54,249,44,3,6,111,36,96,37,39,20,76,46,16,18,0,12,6,8,0,12,10,16,60,43,0,12,0,12,6,10,54,42,117,43,60,36,0,12,12,19,29,27,19,19,57,29,0,12,6,9,42,25,9,14
1500000US110010020021,110010020021,"Block Group 1, Census Tract 20.02, District of Columbia, District of Columbia",329,71,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,329,71,258,67,202,62,0,12,79,45,92,45,31,28,56,56,56,56,0,12,9,14,38,52,9,14,0,12,0,12,0,12,0,12,0,12,71,43,7,15,0,12,0,12,7,15,0,12,64,38,0,12,0,12,24,26,40,33
1500000US110010020022,110010020022,"Block Group 2, Census Tract 20.02, District of Columbia, District of Columbia",621,108,121,82,39,50,9,15,0,12,9,15,0,12,0,12,30,48,0,12,0,12,0,12,0,12,0,12,30,48,0,12,30,48,0,12,0,12,82,73,0,12,0,12,0,12,0,12,0,12,82,73,26,42,0,12,56,61,0,12,500,109,231,98,117,57,0,12,85,54,32,29,0,12,114,78,33,47,0,12,0,12,33,47,0,12,81,59,0,12,0,12,63,54,18,19,269,90,167,82,0,12,51,55,84,51,32,40,102,64,0,12,60,56,35,30,7,11
1500000US110010020023,110010020023,"Block Group 3, Census Tract 20.02, District of Columbia, District of Columbia",426,75,13,16,13,16,0,12,0,12,0,12,0,12,0,12,13,16,0,12,0,12,0,12,0,12,0,12,13,16,0,12,0,12,0,12,13,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,413,75,216,74,169,62,0,12,86,49,64,39,19,24,47,41,0,12,0,12,0,12,0,12,0,12,47,41,0,12,0,12,12,18,35,36,197,69,58,39,0,12,33,29,25,25,0,12,139,61,0,12,26,23,64,51,49,34
1500000US110010021011,110010021011,"Block Group 1, Census Tract 21.01, District of Columbia, District of Columbia",594,151,63,72,41,67,0,12,0,12,0,12,0,12,0,12,41,67,0,12,0,12,0,12,0,12,0,12,41,67,0,12,0,12,41,67,0,12,22,26,8,14,0,12,0,12,0,12,8,14,14,22,0,12,14,22,0,12,0,12,531,145,255,102,129,88,0,12,54,51,46,47,29,45,126,78,68,57,0,12,0,12,38,56,30,40,58,56,0,12,41,51,0,12,17,26,276,132,184,107,0,12,54,63,95,93,35,41,92,81,0,12,67,72,25,38,0,12
1500000US110010021012,110010021012,"Block Group 2, Census Tract 21.01, District of Columbia, District of Columbia",396,132,75,76,66,76,47,73,0,12,0,12,47,73,0,12,19,24,0,12,0,12,0,12,0,12,0,12,19,24,0,12,9,14,10,21,0,12,9,13,0,12,0,12,0,12,0,12,0,12,9,13,0,12,0,12,0,12,9,13,321,131,159,97,83,82,0,12,14,24,69,78,0,12,76,58,0,12,0,12,0,12,0,12,0,12,76,58,0,12,13,23,20,30,43,50,162,103,101,97,0,12,85,91,16,25,0,12,61,48,15,25,32,37,14,22,0,12
1500000US110010021013,110010021013,"Block Group 3, Census Tract 21.01, District of Columbia, District of Columbia",463,130,94,83,20,28,20,28,0,12,0,12,0,12,20,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,74,78,16,29,0,12,0,12,16,29,0,12,58,73,0,12,44,71,14,22,0,12,369,107,292,113,128,77,0,12,32,41,84,58,12,21,164,92,32,42,0,12,0,12,23,40,9,14,132,82,0,12,26,46,54,60,52,64,77,54,13,22,0,12,13,22,0,12,0,12,64,55,0,12,33,38,0,12,31,37
1500000US110010021014,110010021014,"Block Group 4, Census Tract 21.01, District of Columbia, District of Columbia",345,110,32,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,32,24,19,18,0,12,0,12,11,19,8,14,13,21,0,12,0,12,0,12,13,21,313,108,167,91,120,95,0,12,9,13,92,88,19,30,47,55,0,12,0,12,0,12,0,12,0,12,47,55,0,12,0,12,47,55,0,12,146,78,94,63,0,12,17,29,64,58,13,21,52,73,0,12,52,73,0,12,0,12
1500000US110010021015,110010021015,"Block Group 5, Census Tract 21.01, District of Columbia, District of Columbia",311,109,57,61,37,52,0,12,0,12,0,12,0,12,0,12,37,52,0,12,0,12,0,12,0,12,0,12,37,52,0,12,37,52,0,12,0,12,20,32,0,12,0,12,0,12,0,12,0,12,20,32,20,32,0,12,0,12,0,12,254,111,159,85,121,79,0,12,12,22,30,34,79,77,38,37,16,25,0,12,16,25,0,12,0,12,22,27,0,12,0,12,15,24,7,11,95,79,61,73,0,12,9,14,52,72,0,12,34,31,0,12,20,23,14,21,0,12
1500000US110010021021,110010021021,"Block Group 1, Census Tract 21.02, District of Columbia, District of Columbia",337,68,16,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,19,6,11,0,12,0,12,6,11,0,12,10,16,0,12,10,16,0,12,0,12,321,71,133,66,82,59,0,12,47,53,25,23,10,15,51,38,46,38,0,12,0,12,38,37,8,13,5,9,0,12,0,12,5,9,0,12,188,50,65,34,0,12,25,25,24,21,16,17,123,46,0,12,48,27,48,35,27,24
1500000US110010021022,110010021022,"Block Group 2, Census Tract 21.02, District of Columbia, District of Columbia",382,107,122,81,28,27,0,12,0,12,0,12,0,12,0,12,28,27,10,16,0,12,10,16,0,12,0,12,18,21,8,14,0,12,10,16,0,12,94,76,59,65,0,12,0,12,27,44,32,49,35,43,0,12,0,12,27,41,8,12,260,88,93,72,35,25,0,12,19,19,8,13,8,13,58,68,8,13,0,12,0,12,8,13,0,12,50,67,0,12,42,65,0,12,8,12,167,59,63,39,0,12,7,12,46,32,10,15,104,51,0,12,27,45,36,29,41,26
1500000US110010021023,110010021023,"Block Group 3, Census Tract 21.02, District of Columbia, District of Columbia",451,108,56,49,37,41,0,12,0,12,0,12,0,12,0,12,37,41,0,12,0,12,0,12,0,12,0,12,37,41,0,12,22,35,0,12,15,25,19,23,0,12,0,12,0,12,0,12,0,12,19,23,0,12,0,12,0,12,19,23,395,110,204,94,43,30,0,12,32,25,11,17,0,12,161,97,36,45,0,12,0,12,27,43,9,13,125,86,0,12,71,76,47,40,7,11,191,94,50,52,0,12,42,51,8,13,0,12,141,76,0,12,67,64,37,49,37,45
1500000US110010021024,110010021024,"Block Group 4, Census Tract 21.02, District of Columbia, District of Columbia",350,86,89,63,59,54,0,12,0,12,0,12,0,12,0,12,59,54,0,12,0,12,0,12,0,12,0,12,59,54,0,12,51,52,0,12,8,12,30,32,0,12,0,12,0,12,0,12,0,12,30,32,0,12,0,12,22,36,8,12,261,73,138,68,23,25,0,12,0,12,7,18,16,18,115,64,30,47,0,12,0,12,30,47,0,12,85,53,0,12,0,12,69,50,16,18,123,65,56,33,0,12,18,21,19,21,19,21,67,62,0,12,9,14,51,59,7,11
1500000US110010021025,110010021025,"Block Group 5, Census Tract 21.02, District of Columbia, District of Columbia",300,93,23,29,23,29,8,14,0,12,8,14,0,12,0,12,15,25,15,25,15,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,277,96,138,68,51,19,0,12,8,12,20,15,23,17,87,69,8,13,0,12,0,12,0,12,8,13,79,73,0,12,62,69,17,21,0,12,139,77,57,41,0,12,16,17,32,41,9,13,82,70,0,12,49,59,25,39,8,12
1500000US110010021026,110010021026,"Block Group 6, Census Tract 21.02, District of Columbia, District of Columbia",319,91,80,65,48,56,0,12,0,12,0,12,0,12,0,12,48,56,0,12,0,12,0,12,0,12,0,12,48,56,0,12,48,56,0,12,0,12,32,53,32,53,0,12,0,12,32,53,0,12,0,12,0,12,0,12,0,12,0,12,239,83,111,64,55,29,0,12,16,19,11,18,28,23,56,56,0,12,0,12,0,12,0,12,0,12,56,56,0,12,5,9,42,54,9,13,128,68,107,67,0,12,65,64,26,23,16,19,21,23,0,12,13,19,0,12,8,12
1500000US110010022011,110010022011,"Block Group 1, Census Tract 22.01, District of Columbia, District of Columbia",467,95,17,19,6,11,6,11,0,12,0,12,0,12,6,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,17,11,17,0,12,0,12,0,12,11,17,0,12,0,12,0,12,0,12,0,12,450,95,307,91,174,59,17,26,58,38,99,48,0,12,133,75,25,30,0,12,0,12,0,12,25,30,108,68,0,12,35,54,46,32,27,26,143,63,102,61,0,12,74,57,12,17,16,18,41,27,0,12,9,15,0,12,32,26
1500000US110010022012,110010022012,"Block Group 2, Census Tract 22.01, District of Columbia, District of Columbia",373,91,29,28,22,24,0,12,0,12,0,12,0,12,0,12,22,24,0,12,0,12,0,12,0,12,0,12,22,24,0,12,0,12,22,24,0,12,7,13,7,13,0,12,7,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,344,84,287,84,188,81,0,12,63,46,74,59,51,45,99,47,33,32,0,12,0,12,23,27,10,17,66,43,0,12,0,12,31,34,35,25,57,33,35,26,0,12,0,12,10,16,25,22,22,21,0,12,0,12,0,12,22,21
1500000US110010022013,110010022013,"Block Group 3, Census Tract 22.01, District of Columbia, District of Columbia",328,73,77,65,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,77,65,33,50,0,12,0,12,33,50,0,12,44,40,0,12,0,12,0,12,44,40,251,59,205,56,130,57,0,12,25,30,79,62,26,22,75,39,24,22,0,12,0,12,13,19,11,12,51,34,0,12,23,25,13,20,15,14,46,28,18,20,0,12,0,12,11,17,7,11,28,23,0,12,0,12,8,12,20,18
1500000US110010022021,110010022021,"Block Group 1, Census Tract 22.02, District of Columbia, District of Columbia",678,114,132,79,90,74,27,44,0,12,27,44,0,12,0,12,63,59,0,12,0,12,0,12,0,12,0,12,63,59,0,12,54,57,9,14,0,12,42,29,20,22,0,12,0,12,11,16,9,15,22,26,0,12,0,12,0,12,22,26,546,109,263,91,112,51,0,12,112,51,0,12,0,12,151,82,47,53,0,12,47,53,0,12,0,12,104,66,0,12,71,60,9,15,24,23,283,92,119,80,0,12,92,76,19,21,8,12,164,69,0,12,74,48,62,51,28,25
1500000US110010022022,110010022022,"Block Group 2, Census Tract 22.02, District of Columbia, District of Columbia",318,69,105,65,88,62,0,12,0,12,0,12,0,12,0,12,88,62,0,12,0,12,0,12,0,12,0,12,88,62,0,12,31,35,33,39,24,37,17,19,0,12,0,12,0,12,0,12,0,12,17,19,0,12,0,12,9,13,8,12,213,61,156,60,59,36,0,12,29,29,8,12,22,23,97,50,26,26,0,12,18,25,8,11,0,12,71,45,0,12,28,35,18,22,25,25,57,33,11,17,0,12,0,12,11,17,0,12,46,30,0,12,25,24,6,11,15,16
1500000US110010022023,110010022023,"Block Group 3, Census Tract 22.02, District of Columbia, District of Columbia",317,88,61,53,19,26,0,12,0,12,0,12,0,12,0,12,19,26,19,26,19,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,42,45,12,20,12,20,0,12,0,12,0,12,30,40,0,12,0,12,25,39,5,9,256,84,161,70,95,56,0,12,54,48,21,19,20,19,66,47,0,12,0,12,0,12,0,12,0,12,66,47,0,12,34,38,25,26,7,11,95,59,56,56,0,12,0,12,34,43,22,33,39,32,0,12,7,11,19,31,13,16
1500000US110010023011,110010023011,"Block Group 1, Census Tract 23.01, District of Columbia, District of Columbia",459,71,4,8,4,8,0,12,0,12,0,12,0,12,0,12,4,8,0,12,0,12,0,12,0,12,0,12,4,8,0,12,0,12,0,12,4,8,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,455,71,297,53,193,63,0,12,78,46,82,47,33,23,104,45,15,17,0,12,0,12,11,16,4,6,89,40,0,12,13,18,48,36,28,22,158,74,99,69,0,12,31,40,61,53,7,10,59,33,0,12,8,12,18,18,33,25
1500000US110010023012,110010023012,"Block Group 2, Census Tract 23.01, District of Columbia, District of Columbia",635,79,98,57,25,26,10,16,0,12,10,16,0,12,0,12,15,19,0,12,0,12,0,12,0,12,0,12,15,19,0,12,5,9,10,16,0,12,73,50,53,44,0,12,9,14,44,42,0,12,20,21,0,12,0,12,10,16,10,15,537,72,290,68,123,61,0,12,88,44,20,28,15,17,167,61,84,49,0,12,38,22,46,50,0,12,83,42,0,12,8,12,11,15,64,39,247,65,96,45,0,12,70,38,15,24,11,16,151,56,0,12,33,28,76,52,42,23
1500000US110010023021,110010023021,"Block Group 1, Census Tract 23.02, District of Columbia, District of Columbia",816,94,172,73,12,15,12,15,0,12,0,12,5,8,7,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,160,71,96,45,13,22,0,12,15,25,68,40,64,54,20,26,18,27,2,14,24,38,644,85,151,44,91,48,0,12,76,44,4,9,11,16,60,33,5,10,0,12,0,12,5,10,0,12,55,31,0,12,48,29,7,11,0,12,493,87,264,76,4,6,54,35,35,23,171,65,229,76,7,8,97,40,55,33,70,50
1500000US110010024001,110010024001,"Block Group 1, Census Tract 24, District of Columbia, District of Columbia",290,70,28,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,36,7,13,0,12,0,12,7,13,0,12,21,34,0,12,0,12,21,34,0,12,262,66,150,65,76,50,0,12,32,22,33,43,11,17,74,43,8,14,0,12,0,12,0,12,8,14,66,40,0,12,9,15,28,33,29,21,112,49,47,33,0,12,42,32,5,10,0,12,65,35,0,12,31,20,34,30,0,12
1500000US110010024002,110010024002,"Block Group 2, Census Tract 24, District of Columbia, District of Columbia",407,73,11,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,16,11,16,0,12,0,12,0,12,11,16,0,12,0,12,0,12,0,12,0,12,396,72,248,78,151,67,0,12,86,53,55,34,10,15,97,53,42,38,0,12,0,12,30,33,12,17,55,33,0,12,14,15,22,24,19,19,148,68,77,54,0,12,13,16,64,52,0,12,71,47,0,12,61,45,10,16,0,12
1500000US110010024003,110010024003,"Block Group 3, Census Tract 24, District of Columbia, District of Columbia",304,65,38,43,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,38,43,38,43,0,12,0,12,27,41,11,16,0,12,0,12,0,12,0,12,0,12,266,67,179,44,87,43,0,12,40,33,26,25,21,22,92,43,0,12,0,12,0,12,0,12,0,12,92,43,0,12,40,47,17,20,35,33,87,59,55,45,0,12,33,32,22,33,0,12,32,39,0,12,6,10,26,38,0,12
1500000US110010024004,110010024004,"Block Group 4, Census Tract 24, District of Columbia, District of Columbia",351,68,33,29,10,18,10,18,0,12,10,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,23,22,23,22,0,12,15,17,8,13,0,12,0,12,0,12,0,12,0,12,0,12,318,72,174,58,85,34,0,12,58,31,20,22,7,11,89,53,17,23,0,12,0,12,17,23,0,12,72,47,0,12,18,30,24,25,30,26,144,59,58,41,0,12,23,22,24,28,11,19,86,51,24,31,33,30,13,18,16,18
1500000US110010025011,110010025011,"Block Group 1, Census Tract 25.01, District of Columbia, District of Columbia",540,95,192,94,76,72,38,47,0,12,30,45,0,12,8,13,38,55,0,12,0,12,0,12,0,12,0,12,38,55,0,12,38,55,0,12,0,12,116,67,31,28,0,12,0,12,11,17,20,22,85,67,0,12,0,12,0,12,85,67,348,100,68,47,32,37,0,12,0,12,32,37,0,12,36,29,19,20,0,12,7,10,12,17,0,12,17,20,0,12,8,12,0,12,9,14,280,96,104,81,0,12,48,58,46,54,10,15,176,58,20,27,7,12,86,50,63,32
1500000US110010025012,110010025012,"Block Group 2, Census Tract 25.01, District of Columbia, District of Columbia",500,70,87,69,48,57,0,12,0,12,0,12,0,12,0,12,48,57,0,12,0,12,0,12,0,12,0,12,48,57,0,12,0,12,40,55,8,14,39,46,11,16,0,12,11,16,0,12,0,12,28,44,0,12,0,12,0,12,28,44,413,70,284,64,187,50,0,12,119,43,52,39,16,17,97,63,10,14,0,12,0,12,10,14,0,12,87,61,0,12,11,16,42,52,34,29,129,56,89,49,0,12,29,26,52,39,8,12,40,29,0,12,17,20,8,12,15,17
1500000US110010025021,110010025021,"Block Group 1, Census Tract 25.02, District of Columbia, District of Columbia",495,133,118,86,15,27,0,12,0,12,0,12,0,12,0,12,15,27,0,12,0,12,0,12,0,12,0,12,15,27,0,12,0,12,15,27,0,12,103,84,31,50,0,12,31,50,0,12,0,12,72,69,0,12,0,12,72,69,0,12,377,131,148,94,115,87,0,12,31,40,69,83,15,23,33,49,33,49,0,12,29,48,0,12,4,15,0,12,0,12,0,12,0,12,0,12,229,113,119,82,0,12,95,77,12,20,12,21,110,76,6,10,94,72,10,21,0,12
1500000US110010025022,110010025022,"Block Group 2, Census Tract 25.02, District of Columbia, District of Columbia",717,165,67,65,29,48,0,12,0,12,0,12,0,12,0,12,29,48,29,48,29,48,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,38,47,29,46,29,46,0,12,0,12,0,12,9,14,0,12,9,14,0,12,0,12,650,167,249,107,169,85,0,12,144,81,25,31,0,12,80,53,20,30,0,12,0,12,20,30,0,12,60,53,0,12,0,12,28,43,32,30,401,138,334,137,32,52,204,104,88,83,10,17,67,62,0,12,0,12,67,62,0,12
